"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","tissue","n_miRNA","n_targets","collection","term"
"GO:0009611","response to wounding","82/1109","436/11178",0.188073394495413,1.89565771295737,6.33108244286405,6.43178353107811e-09,3.27184828225944e-05,2.91799863357333e-05,"CDKN1A/VEGFA/CD44/TGFB2/F11R/HIF1A/KLF4/PPP3CA/ADAM17/ACTB/BNIP3/CD36/COL5A1/HBEGF/FGF10/ILK/SMAD3/MMP12/SERPINE1/POU5F1/RREB1/MAP2K4/SOX2/FZD6/FZD7/KREMEN1/IGF1/ANGPT2/CD40/TNR/BRAF/CCN2/BCL2/ERBB3/ITGB4/STAT3/HNF4A/ITGB1/MMP2/PDGFB/PDGFRA/TFPI/TNF/UCK2/VASH1/METAP1/SYT7/HRAS/COL3A1/MYH9/RHOA/TGFBR1/AURKA/CLASP1/TRIM72/MORN4/RAP2B/LRIG2/RAF1/VAV3/IL10/EPHA4/F2/MCAM/BLOC1S6/AK3/LYN/SLC4A1/MAPK8IP3/DGKE/TPM1/ZFP36L2/TLR4/BAX/NRP1/GGCX/JMJD1C/SOD2/CDK1/MAP1B/NREP/P2RY1",82,"bladder",7,1209,"go_bp","response to wounding___bladder"
"GO:0033002","muscle cell proliferation","38/1109","172/11178",0.22093023255814,2.22683330886824,5.38109000285627,1.60821845377066e-06,0.00166759318538264,0.00148724336109571,"NOTCH1/CDKN1A/TGFB2/IGFBP5/ERBB4/KLF4/CTNNBIP1/STAT1/HBEGF/MDM2/VGLL4/NDRG2/PDGFD/MYOCD/IGF1/KRAS/PIK3R1/IRAK1/MMP9/AKT1/STAT3/MMP2/NPR1/PDGFB/MAP3K7/TERT/TNF/TGFBR1/RBPJ/IRAK4/ERN1/IL10/HGF/ANG/TPM1/TLR4/SOD2/CDK1",38,"bladder",7,1209,"go_bp","muscle cell proliferation___bladder"
"GO:0050679","positive regulation of epithelial cell proliferation","37/1109","167/11178",0.221556886227545,2.23314957101127,5.3283879629994,2.04726265758038e-06,0.00166759318538264,0.00148724336109571,"MYCN/NOTCH1/NRAS/VEGFA/SP1/MYC/HMGA2/IRS2/EGFR/HIF1A/ERBB4/ADAM17/FGF10/MMP12/RREB1/SOX9/SOX11/FZD7/IGF1/ERBB3/AKT1/STAT5A/STAT3/PDGFB/TNF/MTA3/HRAS/NEAT1/CCND1/TGFBR1/RBPJ/TGFA/NUS1/IL10/ANG/POLD4/NRP1",37,"bladder",7,1209,"go_bp","positive regulation of epithelial cell proliferation___bladder"
"GO:0070482","response to oxygen levels","52/1109","272/11178",0.191176470588235,1.92693470535193,5.13613081310472,2.41914791424301e-06,0.00166759318538264,0.00148724336109571,"NOTCH1/VEGFA/MYC/DNMT3A/TGFB2/HIF1A/CCNA2/ADAM17/BNIP3/EPAS1/HDAC2/SMAD3/SMAD4/MDM2/MMP14/SOX2/AGTRAP/CPEB4/MYOCD/ANGPT2/NDUFS2/TM9SF4/BCL2/COL1A1/IRAK1/PTGS2/CXCR4/AKT1/BBC3/STAT3/ABAT/HK2/MMP2/MT-CO2/MAP3K7/TERT/TNF/UCK2/NOS1/EEF2K/TP53/ACAA2/RAD21/ANG/BNIP2/EPHA4/GUCY1A2/SOD2/REST/PMAIP1/ATP6V1G1/NOP53",52,"bladder",7,1209,"go_bp","response to oxygen levels___bladder"
"GO:2000147","positive regulation of cell motility","76/1109","453/11178",0.167770419426049,1.69101690563063,4.98281027288404,2.68225172725573e-06,0.00166759318538264,0.00148724336109571,"NOTCH1/TGFBR2/VEGFA/SP1/IRS2/EGFR/TGFB2/SWAP70/PODXL/EZH2/HIF1A/ETS1/AGO2/IGFBP5/PPP3CA/CCDC25/ADAM17/ARF6/HBEGF/FGF10/IGF1R/SMAD3/MDM2/MMP14/NEDD9/SERPINE1/RREB1/SOX9/PDGFD/TIRAP/IGF1/CD40/SRPX2/CAMK1D/BCL2/COL1A1/PIK3R1/PTGS2/CXCR4/AKT2/MMP9/AKT1/STAT5A/STAT3/ABL2/CCR6/ITGB1/MMP2/PDGFB/PDGFRA/MAPK1/MAP3K7/TERT/TNF/HRAS/RHOA/TGFBR1/CLASP1/CXCL16/NUS1/MAP2K3/HGF/SH3RF2/CRKL/EPHA4/MCAM/LYN/PGAM4/HDAC7/TNFSF14/TLR4/NRP1/ANGPTL3/SOD2/TCAF2/PTP4A1",76,"bladder",7,1209,"go_bp","positive regulation of cell motility___bladder"
"GO:0030335","positive regulation of cell migration","74/1109","440/11178",0.168181818181818,1.69516353799492,4.93726970070884,3.31878873917972e-06,0.00166759318538264,0.00148724336109571,"NOTCH1/TGFBR2/VEGFA/SP1/IRS2/EGFR/TGFB2/SWAP70/PODXL/EZH2/HIF1A/ETS1/AGO2/IGFBP5/PPP3CA/ADAM17/ARF6/HBEGF/FGF10/IGF1R/SMAD3/MDM2/MMP14/NEDD9/SERPINE1/RREB1/SOX9/PDGFD/TIRAP/IGF1/CD40/SRPX2/CAMK1D/BCL2/COL1A1/PIK3R1/PTGS2/CXCR4/AKT2/MMP9/AKT1/STAT5A/STAT3/ABL2/CCR6/ITGB1/MMP2/PDGFB/PDGFRA/MAPK1/MAP3K7/TERT/TNF/HRAS/RHOA/TGFBR1/CLASP1/CXCL16/NUS1/MAP2K3/HGF/SH3RF2/CRKL/EPHA4/MCAM/LYN/HDAC7/TNFSF14/TLR4/NRP1/ANGPTL3/SOD2/TCAF2/PTP4A1",74,"bladder",7,1209,"go_bp","positive regulation of cell migration___bladder"
"GO:0048678","response to axon injury","19/1109","61/11178",0.311475409836066,3.13946991086343,5.56048310861135,3.78762551902143e-06,0.00166759318538264,0.00148724336109571,"KLF4/ADAM17/BNIP3/KREMEN1/TNR/BRAF/BCL2/MMP2/UCK2/MORN4/LRIG2/EPHA4/LYN/MAPK8IP3/BAX/SOD2/CDK1/MAP1B/NREP",19,"bladder",7,1209,"go_bp","response to axon injury___bladder"
"GO:1902893","regulation of miRNA transcription","21/1109","72/11178",0.291666666666667,2.93981064021641,5.48001792364556,3.85849884087097e-06,0.00166759318538264,0.00148724336109571,"MYCN/ESR1/VEGFA/MYC/EGFR/TGFB2/HIF1A/ETS1/KLF4/SMAD3/SMAD4/POU5F1/SOX9/MYOCD/STAT3/PDGFB/TERT/TNF/TP53/IL10/REST",21,"bladder",7,1209,"go_bp","regulation of miRNA transcription___bladder"
"GO:0042063","gliogenesis","54/1109","292/11178",0.184931506849315,1.86398952530356,4.96479094467203,4.40703794965786e-06,0.00166759318538264,0.00148724336109571,"MYCN/NOTCH1/CDK6/HMGA2/TGFB2/EZH2/BNIP3/MYRF/CDH2/FGF10/HDAC2/ILK/MMP14/SOX2/SOX9/SOX11/SRGAP2/IGF1/CCDC85C/NDUFS2/SOCS7/ERBB3/KRAS/VIM/CXCR4/AKT2/ITGB4/AKT1/TLR2/STAT3/MAPK1/TNF/HRAS/COL3A1/RHOA/DISC1/RAF1/TP53/CRKL/EPHA4/F2/PHGDH/SLC25A46/LYN/HES1/TLR4/NTRK2/NFE2L1/LDLR/CDK1/ID4/B4GALT5/TMEM98/P2RY1",54,"bladder",7,1209,"go_bp","gliogenesis___bladder"
"GO:0048660","regulation of smooth muscle cell proliferation","28/1109","114/11178",0.245614035087719,2.47563001281382,5.25543960983864,4.42864197361308e-06,0.00166759318538264,0.00148724336109571,"CDKN1A/IGFBP5/KLF4/CTNNBIP1/STAT1/HBEGF/MDM2/NDRG2/PDGFD/MYOCD/IGF1/PIK3R1/IRAK1/MMP9/AKT1/MMP2/NPR1/PDGFB/MAP3K7/TERT/TNF/IRAK4/ERN1/IL10/ANG/TPM1/TLR4/SOD2",28,"bladder",7,1209,"go_bp","regulation of smooth muscle cell proliferation___bladder"
"GO:0007507","heart development","212/3678","476/11178",0.445378151260504,1.353571771286,5.5206020642477,4.32910025732295e-08,0.000239399244229959,0.000210986675699003,"NOTCH2/PRDM1/TP53/FGFR1/ATM/BMP2/FGFR2/ITGB1/MDM2/MEF2C/S1PR1/HEXIM1/PTEN/G6PD/GJA1/KRAS/VEGFA/MATR3/SMAD2/AXIN2/SOX9/TBX3/FZD7/NRP1/FRS2/TWIST1/ASXL1/CDKN1A/JARID2/AP2B1/EFNB2/EPOR/EXT1/FGF2/FGF8/SMAD7/SALL1/SKI/TMEM100/RTN4/DCTN5/SPRED1/CDKN1B/APC/ROCK2/TGFBR1/CTNNB1/DAG1/HOXA13/LOX/PTPRJ/RAC1/KAT2B/ABCC9/NCKAP1/CLUAP1/TAB2/CBY1/HECTD1/MESP2/SIK1/ADPRHL1/ZFPM1/NSD2/CCN1/MEF2D/PARP2/TGFBR2/PPARA/TGFBR3/MEIS1/GATA6/ACVR2B/MTOR/MAPK1/NOTCH1/TGFB1/LEFTY1/WNK1/HNRNPU/SMAD4/ADAMTS5/TBX18/TTN/TGFB2/HIF1A/REST/MAP2K1/ROBO1/ACTC1/SMAD3/YY1/BCOR/CC2D2A/SOD2/DLC1/SMAD1/RUNX1/ITGA3/MDM4/ROCK1/FBN1/PIM1/FOXP1/SNAI1/NRP2/BASP1/BMPR1A/FHL2/FOXC1/GLI2/INHBA/PROX1/SHH/ADAMTS9/MYLK3/FREM2/IGF1/RGS4/MGRN1/PRICKLE4/GRHL2/SOX4/ABL1/FOLR1/KDM6B/SENP2/CACNA1C/ERBB2/EGFR/CAD/CALR/ENG/LUZP1/WNT16/PLXNA4/PKD1/ELN/HAS2/PTPN11/TENM4/MYOCD/ARID2/NPRL3/CSRP3/ASCL1/GREM1/MAPK14/SMAD6/SOX17/JPH2/CDKL1/CTCF/ADM/ZFP36L1/RBPJ/MIB1/PLXND1/ERBB3/MAP2K2/TNNC1/SMAD5/BICC1/SLIT3/TRAF3IP2/SYNPO2L/PTCD2/GRK2/MBD2/DNAAF3/ARRB2/SIX1/PRICKLE1/CPLANE2/CPE/FKBP1A/MICAL2/PDLIM5/SLC8A1/IHH/STK4/ECE1/ILK/SRF/HAND2/UBE4B/HEYL/TOMM70/CRKL/COL5A1/PDGFRA/RARA/TNNI1/SOX6/MYH11/CERT1/CRIPTO3/ZMIZ1/EP300/PLEC/SLC9A1/SAV1/MIXL1/WT1/MTHFD1/POPDC2/BBS5/FGF9/GSK3B/POFUT1/ACVRL1/NEBL",212,"bone",35,3992,"go_bp","heart development___bone"
"GO:0061614","miRNA transcription","46/3678","73/11178",0.63013698630137,1.91508190127154,5.49287822118951,1.21597396336146e-07,0.000336216800869444,0.000296313655282293,"NOTCH2/TP53/FOXO3/STAT3/BMP2/IL6/PAX6/ESR1/VEGFA/NOTCH3/KLF4/SOX9/TWIST1/MYB/FGF2/PPARA/MYC/FOS/MYCN/APP/ETS1/TGFB1/NR3C1/SMAD4/POU2F1/DDX5/TGFB2/HIF1A/REST/SMAD3/YY1/SMAD1/MRTFA/AR/BMPR1A/EGFR/SREBF2/MYOCD/SMAD6/GATA2/FOSL1/NGFR/SRF/RARA/NCOR2/WT1",46,"bone",35,3992,"go_bp","miRNA transcription___bone"
"GO:1902893","regulation of miRNA transcription","45/3678","72/11178",0.625,1.89946982055465,5.36181550369856,2.36123085388174e-07,0.000435253554065534,0.000383596450999034,"NOTCH2/TP53/FOXO3/STAT3/BMP2/IL6/PAX6/ESR1/VEGFA/NOTCH3/KLF4/SOX9/TWIST1/MYB/FGF2/PPARA/MYC/FOS/MYCN/APP/ETS1/TGFB1/NR3C1/SMAD4/POU2F1/TGFB2/HIF1A/REST/SMAD3/YY1/SMAD1/MRTFA/AR/BMPR1A/EGFR/SREBF2/MYOCD/SMAD6/GATA2/FOSL1/NGFR/SRF/RARA/NCOR2/WT1",45,"bone",35,3992,"go_bp","regulation of miRNA transcription___bone"
"GO:0035265","organ growth","76/3678","146/11178",0.520547945205479,1.58202417931127,4.95710575964812,1.18950022498773e-06,0.00164448406104553,0.00144931211623505,"LATS2/FGFR1/FGFR2/MEF2C/S1PR1/PTEN/G6PD/BCL2/KRAS/SERP1/ESR1/AKT1/SMAD2/SOD1/SOX9/PLAG1/JARID2/EXT1/FGF2/FGF8/SKI/TGFBR1/FLVCR1/ADPRHL1/PARP2/TGFBR2/PPARA/TGFBR3/MEIS1/GATA6/ACVR2B/RSPO2/NOTCH1/BCL2L11/TGFB2/SLC6A4/YY1/SMAD1/RUNX1/PIM1/FOXP1/BASP1/AR/BMPR1A/FOXC1/PROX1/SHH/BNC2/NLGN4X/IGF1/RGS4/ABL1/CACNA2D2/ECM1/PTPN11/TENM4/ARID2/MAPK14/TSKU/RBPJ/COL27A1/DDR2/FGF10/PDLIM5/STK4/PSAP/WWC1/POC1A/TOMM70/RARA/FOSL2/FBLN5/SAV1/WT1/EVC/FGF9",76,"bone",35,3992,"go_bp","organ growth___bone"
"GO:1902895","positive regulation of miRNA transcription","35/3678","54/11178",0.648148148148148,1.96982055464927,5.00259829177058,1.4977874488525e-06,0.00165655291843087,0.00145994860803939,"NOTCH2/TP53/FOXO3/STAT3/BMP2/IL6/PAX6/NOTCH3/KLF4/MYB/FGF2/MYC/FOS/MYCN/ETS1/TGFB1/NR3C1/SMAD4/POU2F1/TGFB2/HIF1A/SMAD3/SMAD1/MRTFA/AR/BMPR1A/EGFR/SREBF2/MYOCD/SMAD6/GATA2/FOSL1/NGFR/SRF/WT1",35,"bone",35,3992,"go_bp","positive regulation of miRNA transcription___bone"
"GO:0001932","regulation of protein phosphorylation","133/3678","292/11178",0.455479452054795,1.38427115689736,4.65943121495306,3.54722097171964e-06,0.00326935532893493,0.0028813391401863,"LATS2/LIF/FGFR1/BMP2/ECT2/IL6/PTEN/VEGFA/ZBED3/AKT1/SFRP1/CDKN1A/SOCS5/CDC25A/CREBL2/CCNT1/FGF2/MAP4K2/MAP3K7/CCNE2/WNK3/CACUL1/CNKSR3/CDK12/MMD/CDKN1B/HMGA2/CCNG1/HGS/APC/CCNT2/CDC6/CDC25C/PIK3CG/PTPRJ/RAC1/TAB2/AKT1S1/PPP1R15B/C9orf72/THBS4/MAPK1/CDK5R1/SNX9/RACK1/TFAP4/EZH2/TRIB1/MAP3K4/CCNK/CHP1/RAP2C/NPM1/KIT/SIRT1/MAP2K1/EFNA5/TNFRSF10A/CEP43/SYNPO2/FBN1/PIM1/ARRB1/DUSP7/RSPO1/IGF1/ZNF268/EGF/GTF2H1/FGF1/PKMYT1/ERBB2/EGFR/RAF1/SFN/THY1/IL31RA/MEN1/PIN1/NSD1/SRCIN1/MRNIP/TERF2IP/XRCC5/DUSP1/TENM1/LIMCH1/CAMKK2/PTPRC/PPIA/TNFSF15/EREG/PFN2/MAP2K2/CD4/TSG101/ZC3H12A/DYNAP/DDR2/FGF10/SESN2/ZFP91/PTPN1/GPRC5A/ARHGEF2/RALBP1/NHERF1/STK4/C3/STK11/STK38/TARDBP/FKBP8/SYAP1/LYN/PTPN2/ARHGEF5/ADAR/ANGPT4/CLSPN/MOB1B/ADIPOQ/XRCC6/RAP2B/PTK6/SERTAD1/WARS1/PAK2/AIDA/ACVR2A/RASSF2/TRIB2/LTF",133,"bone",35,3992,"go_bp","regulation of protein phosphorylation___bone"
